depth,ell,q,estimator_size,replicate_mean,replicate_sem,omega_population,mean_minus_pop,z_vs_population
6,2,0,40,0.3635213138931731,0.010274238271119574,0.3709390604117742,-0.007417746518601109,-0.7219753253583834
6,2,0,120,0.3663925781064884,0.007405925956653402,0.3709390604117742,-0.004546482305285815,-0.6138978882446571
6,2,0,-1,0.00287126421331525,0.006287168231547338,0.3709390604117742,-0.011350310326444828,0.01709283875307533
6,2,0,0,0.38338707504621233,,0.3709390604117742,0.01244801463443812,
6,3,0,40,0.2947055733095308,0.012636236264921741,0.3053608529984477,-0.010655279688916885,-0.8432320720763982
6,3,0,120,0.29556283611278217,0.008755979613524954,0.3053608529984477,-0.009798016885665506,-1.119008645306913
6,3,0,-1,0.0008572628032513768,0.007256060353405925,0.3053608529984477,-0.015555945716152826,0.01727047132265558
6,3,0,0,0.31358026603974687,,0.3053608529984477,0.008219413041299195,
